ID,Project,SITE.SAMPLE.YEAR,SITE.SAMPLE.YEAR.WELL,SITE,Stream.Code,Reach,Reach.number,Site.number,Sample,Year,Technical.Replicate,Date,Arrival.Time,Weather.Ceiling,Weather.Precipitation,Water.Temperature.C,pH,Turbidity.NTU.,Habitat.Type,Stream.Width.m,Site.Length.m,Site.Width.m,Site.Area.m2,Wetted.Width.m,Transect.Depth.m,Transect.Flow.cms,Field.Gradient.percent,EF.Conductivity.uS.cm,eDNA.Sampling.Location,eDNA.Water.Sampling.Depth.cm,eDNA.Total.Water.Depth.m,eDNA.Distance.from.Shore.m,eDNA.Filtering.Location,eDNA.Filter.Pore.Size.um,eDNA.Filters.Preserved.In,eDNA.Sample.Collection.Start.Time,eDNA.Sample.Collection.End.Time,eDNA.Volume.Filtered.L,Fish.Total.Biomass.g,Fish.Biomass.g.m2,Fish.Abundance,Fish.Abundance.fish.m2,Fish.Avg.Length.mm,Fish.Avg.Mass.g,CO.Total.Biomass.g,CO.Biomass.g.m2,CO.Abundance,CO.Abundance.fish.m2,CO.Avg.Length.mm,CO.Avg.Mass.g,CT.Total.Biomass.g,CT.Biomass.g.m2,CT.Abundance,CT.Abundance.fish.m2,CT.Avg.Length.mm,CT.Avg.Mass.g,RB.Total.Biomass.g,RB.Biomass.g.m2,RB.Abundance,RB.Abundance.fish.m2,RB.Avg.Length.mm,RB.Avg.Mass.g,River.Year,SITE,Sort.Code,Sample.replicate,Lab.Code,DPN,qPCR.Run.int,Well.int,DNA.int,Transformed.int,Score.int,qPCR.Run.ef,Well.ef,DNA.ef,Transformed.ef,Score.ef,Lab.Call.ef,qPCR.Run.cl,Well.cl,DNA.cl,Transformed.cl,Score.cl,Lab.Call.cl,qPCR.Run.ki,Well.ki,DNA.ki,Transformed.ki,Score.ki,Lab.Call.ki,qPCR.Run.my,Well.my,DNA.my,Transformed.my,Score.my,Lab.Call.my,Spacer
285,Ecofish Salmonids,CCC-USeDNA03-C-2018,CCC-USeDNA03-C-2018-E05,CCC-USeDNA03,CCC,Upstream,4,3,C,2018,5,13-Sep-18,,Mostly Cloudy,Dry,11.2,8.1,0.453333333,Pool,17,18.53,8.1,150.1,8.1,0.17,0.32,2,10,stream margin RL,5,0.25,2,lab,0.45,silica desiccant,14:00:00,21:15:00,2,297.9,2.0,15,0.1,102.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.9,2.0,15.0,0.1,102.1,19.9,CCC 2018,CCC-USeDNA03,18,C,DS03_C,5,NA,NA,NA,NA,NA,012820MJA1F,E05,32.25,17.751,1,Y,013020SS1F,E05,0,0,0,N,013020SS1H,E05,0,0,0,N,013120MJA1F,E05,45.06,4.941,1,Y,5
286,Ecofish Salmonids,CCC-USeDNA03-C-2018,CCC-USeDNA03-C-2018-F05,CCC-USeDNA03,CCC,Upstream,4,3,C,2018,6,13-Sep-18,,Mostly Cloudy,Dry,11.2,8.1,0.453333333,Pool,17,18.53,8.1,150.1,8.1,0.17,0.32,2,10,stream margin RL,5,0.25,2,lab,0.45,silica desiccant,14:00:00,21:15:00,2,297.9,2.0,15,0.1,102.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.9,2.0,15.0,0.1,102.1,19.9,CCC 2018,CCC-USeDNA03,18,C,DS03_C,5,NA,NA,NA,NA,NA,012820MJA1F,F05,31.96,18.041,1,Y,013020SS1F,F05,0,0,0,N,013020SS1H,F05,0,0,0,N,013120MJA1F,F05,44.39,5.611,1,Y,5
287,Ecofish Salmonids,CCC-USeDNA03-C-2018,CCC-USeDNA03-C-2018-G05,CCC-USeDNA03,CCC,Upstream,4,3,C,2018,7,13-Sep-18,,Mostly Cloudy,Dry,11.2,8.1,0.453333333,Pool,17,18.53,8.1,150.1,8.1,0.17,0.32,2,10,stream margin RL,5,0.25,2,lab,0.45,silica desiccant,14:00:00,21:15:00,2,297.9,2.0,15,0.1,102.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.9,2.0,15.0,0.1,102.1,19.9,CCC 2018,CCC-USeDNA03,18,C,DS03_C,5,NA,NA,NA,NA,NA,012820MJA1F,G05,32.08,17.921,1,Y,013020SS1F,G05,0,0,0,N,013020SS1H,G05,0,0,0,N,013120MJA1F,G05,42.64,7.361,1,Y,5
288,Ecofish Salmonids,CCC-USeDNA03-C-2018,CCC-USeDNA03-C-2018-H05,CCC-USeDNA03,CCC,Upstream,4,3,C,2018,8,13-Sep-18,,Mostly Cloudy,Dry,11.2,8.1,0.453333333,Pool,17,18.53,8.1,150.1,8.1,0.17,0.32,2,10,stream margin RL,5,0.25,2,lab,0.45,silica desiccant,14:00:00,21:15:00,2,297.9,2.0,15,0.1,102.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.9,2.0,15.0,0.1,102.1,19.9,CCC 2018,CCC-USeDNA03,18,C,DS03_C,5,NA,NA,NA,NA,NA,012820MJA1F,H05,32.08,17.921,1,Y,013020SS1F,H05,0,0,0,N,013020SS1H,H05,0,0,0,N,013120MJA1F,H05,42.13,7.871,1,Y,5
289,Ecofish Salmonids,DDD-DSeDNA01-A-2017,DDD-DSeDNA01-A-2017-A06,DDD-DSeDNA01,DDD,Downstream,5,1,A,2017,1,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,20:55:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,25,A,DS01-1-A,16,012919LCB2G,E06,19.84,30.16,1,020119LCB2G,A06,31.95,18.05,1,Y,052819MJA1B,A4,0,0,0,N,052919MJA3B,A4,0,0,0,N,013019LCB2F,A06,43.43,6.57,1,Y,25
290,Ecofish Salmonids,DDD-DSeDNA01-A-2017,DDD-DSeDNA01-A-2017-B06,DDD-DSeDNA01,DDD,Downstream,5,1,A,2017,2,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,20:55:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,25,A,DS01-1-A,16,012919LCB2G,F06,20,30,1,020119LCB2G,B06,32.12,17.88,1,Y,052819MJA1B,B4,0,0,0,N,052919MJA3B,B4,0,0,0,N,013019LCB2F,B06,44.92,5.08,1,Y,25
291,Ecofish Salmonids,DDD-DSeDNA01-A-2017,DDD-DSeDNA01-A-2017-C06,DDD-DSeDNA01,DDD,Downstream,5,1,A,2017,3,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,20:55:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,25,A,DS01-1-A,16,012919LCB2G,G06,20.01,29.99,1,020119LCB2G,C06,31.3,18.7,1,Y,052819MJA1B,C4,0,0,0,N,052919MJA3B,C4,0,0,0,N,013019LCB2F,C06,43.28,6.72,1,Y,25
292,Ecofish Salmonids,DDD-DSeDNA01-A-2017,DDD-DSeDNA01-A-2017-D06,DDD-DSeDNA01,DDD,Downstream,5,1,A,2017,4,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,20:55:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,25,A,DS01-1-A,16,012919LCB2G,H06,20.29,29.71,1,020119LCB2G,D06,32.1,17.9,1,Y,052819MJA1B,D4,0,0,0,N,052919MJA3B,D4,0,0,0,N,013019LCB2F,D06,46.75,3.25,1,Y,25
293,Ecofish Salmonids,DDD-DSeDNA01-A-2017,DDD-DSeDNA01-A-2017-E06,DDD-DSeDNA01,DDD,Downstream,5,1,A,2017,5,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,20:55:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,25,A,DS01-1-A,16,NA,NA,NA,NA,NA,020119LCB2G,E06,32.02,17.98,1,Y,052819MJA1B,E4,0,0,0,N,052919MJA3B,E4,0,0,0,N,013019LCB2F,E06,44.08,5.92,1,Y,25
294,Ecofish Salmonids,DDD-DSeDNA01-A-2017,DDD-DSeDNA01-A-2017-F06,DDD-DSeDNA01,DDD,Downstream,5,1,A,2017,6,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,20:55:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,25,A,DS01-1-A,16,NA,NA,NA,NA,NA,020119LCB2G,F06,31.77,18.23,1,Y,052819MJA1B,F4,0,0,0,N,052919MJA3B,F4,0,0,0,N,013019LCB2F,F06,46.8,3.2,1,Y,25
295,Ecofish Salmonids,DDD-DSeDNA01-A-2017,DDD-DSeDNA01-A-2017-G06,DDD-DSeDNA01,DDD,Downstream,5,1,A,2017,7,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,20:55:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,25,A,DS01-1-A,16,NA,NA,NA,NA,NA,020119LCB2G,G06,31.98,18.02,1,Y,052819MJA1B,G4,0,0,0,N,052919MJA3B,G4,0,0,0,N,013019LCB2F,G06,46.6,3.4,1,Y,25
296,Ecofish Salmonids,DDD-DSeDNA01-A-2017,DDD-DSeDNA01-A-2017-H06,DDD-DSeDNA01,DDD,Downstream,5,1,A,2017,8,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,20:55:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,25,A,DS01-1-A,16,NA,NA,NA,NA,NA,020119LCB2G,H06,32.47,17.53,1,Y,052819MJA1B,H4,0,0,0,N,052919MJA3B,H4,0,0,0,N,013019LCB2F,H06,0,0,0,Y,25
297,Ecofish Salmonids,DDD-DSeDNA01-A-2018,DDD-DSeDNA01-A-2018-A03,DDD-DSeDNA01,DDD,Downstream,5,1,A,2018,1,9/27/2018,8:00:00,Sunny,Dry,9.5,8.15,0.396666667,Riffle,42,9.67,8.13,78.6,43.17,0.29,9.14,1.5,20,stream margin RL,5,0.3,2,streamside,1,silica desiccant,8:00:00,8:10:00,2,270.0,3.4,22,0.3,85.1,12.3,270.0,3.4,22.0,0.3,85.1,12.3,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3.4,22.0,0.3,85.1,12.3,DDD 2018,DDD-DSeDNA01,7,A,DS01-1-A,23,012919LCB2F,A03,21.33,28.67,1,020119LCB2F,A03,34.16,15.84,1,Y,052919MJA1A,A1,0,0,0,N,052919MJA2A,A1,0,0,0,N,020119LCB1F,A03,0,0,0,Y,7
298,Ecofish Salmonids,DDD-DSeDNA01-A-2018,DDD-DSeDNA01-A-2018-B03,DDD-DSeDNA01,DDD,Downstream,5,1,A,2018,2,9/27/2018,8:00:00,Sunny,Dry,9.5,8.15,0.396666667,Riffle,42,9.67,8.13,78.6,43.17,0.29,9.14,1.5,20,stream margin RL,5,0.3,2,streamside,1,silica desiccant,8:00:00,8:10:00,2,270.0,3.4,22,0.3,85.1,12.3,270.0,3.4,22.0,0.3,85.1,12.3,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3.4,22.0,0.3,85.1,12.3,DDD 2018,DDD-DSeDNA01,7,A,DS01-1-A,23,012919LCB2F,B03,21.31,28.69,1,020119LCB2F,B03,34.38,15.62,1,Y,052919MJA1A,B1,0,0,0,N,052919MJA2A,B1,0,0,0,N,020119LCB1F,B03,43.54,6.46,1,Y,7
299,Ecofish Salmonids,DDD-DSeDNA01-A-2018,DDD-DSeDNA01-A-2018-C03,DDD-DSeDNA01,DDD,Downstream,5,1,A,2018,3,9/27/2018,8:00:00,Sunny,Dry,9.5,8.15,0.396666667,Riffle,42,9.67,8.13,78.6,43.17,0.29,9.14,1.5,20,stream margin RL,5,0.3,2,streamside,1,silica desiccant,8:00:00,8:10:00,2,270.0,3.4,22,0.3,85.1,12.3,270.0,3.4,22.0,0.3,85.1,12.3,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3.4,22.0,0.3,85.1,12.3,DDD 2018,DDD-DSeDNA01,7,A,DS01-1-A,23,012919LCB2F,C03,21.31,28.69,1,020119LCB2F,C03,35.08,14.92,1,Y,052919MJA1A,C1,0,0,0,N,052919MJA2A,C1,0,0,0,N,020119LCB1F,C03,0,0,0,Y,7
300,Ecofish Salmonids,DDD-DSeDNA01-A-2018,DDD-DSeDNA01-A-2018-D03,DDD-DSeDNA01,DDD,Downstream,5,1,A,2018,4,9/27/2018,8:00:00,Sunny,Dry,9.5,8.15,0.396666667,Riffle,42,9.67,8.13,78.6,43.17,0.29,9.14,1.5,20,stream margin RL,5,0.3,2,streamside,1,silica desiccant,8:00:00,8:10:00,2,270.0,3.4,22,0.3,85.1,12.3,270.0,3.4,22.0,0.3,85.1,12.3,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3.4,22.0,0.3,85.1,12.3,DDD 2018,DDD-DSeDNA01,7,A,DS01-1-A,23,012919LCB2F,D03,21.23,28.77,1,020119LCB2F,D03,34.79,15.21,1,Y,052919MJA1A,D1,0,0,0,N,052919MJA2A,D1,0,0,0,N,020119LCB1F,D03,42.17,7.83,1,Y,7
301,Ecofish Salmonids,DDD-DSeDNA01-A-2018,DDD-DSeDNA01-A-2018-E03,DDD-DSeDNA01,DDD,Downstream,5,1,A,2018,5,9/27/2018,8:00:00,Sunny,Dry,9.5,8.15,0.396666667,Riffle,42,9.67,8.13,78.6,43.17,0.29,9.14,1.5,20,stream margin RL,5,0.3,2,streamside,1,silica desiccant,8:00:00,8:10:00,2,270.0,3.4,22,0.3,85.1,12.3,270.0,3.4,22.0,0.3,85.1,12.3,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3.4,22.0,0.3,85.1,12.3,DDD 2018,DDD-DSeDNA01,7,A,DS01-1-A,23,NA,NA,NA,NA,NA,020119LCB2F,E03,34.63,15.37,1,Y,052919MJA1A,E1,0,0,0,N,052919MJA2A,E1,37.75,12.25,1,N,020119LCB1F,E03,0,0,0,Y,7
302,Ecofish Salmonids,DDD-DSeDNA01-A-2018,DDD-DSeDNA01-A-2018-F03,DDD-DSeDNA01,DDD,Downstream,5,1,A,2018,6,9/27/2018,8:00:00,Sunny,Dry,9.5,8.15,0.396666667,Riffle,42,9.67,8.13,78.6,43.17,0.29,9.14,1.5,20,stream margin RL,5,0.3,2,streamside,1,silica desiccant,8:00:00,8:10:00,2,270.0,3.4,22,0.3,85.1,12.3,270.0,3.4,22.0,0.3,85.1,12.3,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3.4,22.0,0.3,85.1,12.3,DDD 2018,DDD-DSeDNA01,7,A,DS01-1-A,23,NA,NA,NA,NA,NA,020119LCB2F,F03,36.34,13.66,1,Y,052919MJA1A,F1,0,0,0,N,052919MJA2A,F1,0,0,0,N,020119LCB1F,F03,44.61,5.39,1,Y,7
303,Ecofish Salmonids,DDD-DSeDNA01-A-2018,DDD-DSeDNA01-A-2018-G03,DDD-DSeDNA01,DDD,Downstream,5,1,A,2018,7,9/27/2018,8:00:00,Sunny,Dry,9.5,8.15,0.396666667,Riffle,42,9.67,8.13,78.6,43.17,0.29,9.14,1.5,20,stream margin RL,5,0.3,2,streamside,1,silica desiccant,8:00:00,8:10:00,2,270.0,3.4,22,0.3,85.1,12.3,270.0,3.4,22.0,0.3,85.1,12.3,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3.4,22.0,0.3,85.1,12.3,DDD 2018,DDD-DSeDNA01,7,A,DS01-1-A,23,NA,NA,NA,NA,NA,020119LCB2F,G03,36.23,13.77,1,Y,052919MJA1A,G1,0,0,0,N,052919MJA2A,G1,0,0,0,N,020119LCB1F,G03,0,0,0,Y,7
304,Ecofish Salmonids,DDD-DSeDNA01-A-2018,DDD-DSeDNA01-A-2018-H03,DDD-DSeDNA01,DDD,Downstream,5,1,A,2018,8,9/27/2018,8:00:00,Sunny,Dry,9.5,8.15,0.396666667,Riffle,42,9.67,8.13,78.6,43.17,0.29,9.14,1.5,20,stream margin RL,5,0.3,2,streamside,1,silica desiccant,8:00:00,8:10:00,2,270.0,3.4,22,0.3,85.1,12.3,270.0,3.4,22.0,0.3,85.1,12.3,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3.4,22.0,0.3,85.1,12.3,DDD 2018,DDD-DSeDNA01,7,A,DS01-1-A,23,NA,NA,NA,NA,NA,020119LCB2F,H03,36.04,13.96,1,Y,052919MJA1A,H1,0,0,0,N,052919MJA2A,H1,0,0,0,N,020119LCB1F,H03,0,0,0,Y,7
305,Ecofish Salmonids,DDD-DSeDNA01-B-2017,DDD-DSeDNA01-B-2017-A05,DDD-DSeDNA01,DDD,Downstream,5,1,B,2017,1,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,21:25:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,26,B,DS01-1-B,5,012919LCB2G,A05,19.37,30.63,1,020119LCB2H,A05,31.52,18.48,1,N,052819MJA1A,A5,0,0,0,N,052919MJA3A,A5,0,0,0,N,013019LCB1H,A05,44.99,5.01,1,Y,26
306,Ecofish Salmonids,DDD-DSeDNA01-B-2017,DDD-DSeDNA01-B-2017-B05,DDD-DSeDNA01,DDD,Downstream,5,1,B,2017,2,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,21:25:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,26,B,DS01-1-B,5,012919LCB2G,B05,19.09,30.91,1,020119LCB2H,B05,31.35,18.65,1,N,052819MJA1A,B5,0,0,0,N,052919MJA3A,B5,0,0,0,N,013019LCB1H,B05,42.93,7.07,1,Y,26
307,Ecofish Salmonids,DDD-DSeDNA01-B-2017,DDD-DSeDNA01-B-2017-C05,DDD-DSeDNA01,DDD,Downstream,5,1,B,2017,3,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,21:25:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,26,B,DS01-1-B,5,012919LCB2G,C05,19.37,30.63,1,020119LCB2H,C05,31.24,18.76,1,N,052819MJA1A,C5,0,0,0,N,052919MJA3A,C5,0,0,0,N,013019LCB1H,C05,42.05,7.95,1,Y,26
308,Ecofish Salmonids,DDD-DSeDNA01-B-2017,DDD-DSeDNA01-B-2017-D05,DDD-DSeDNA01,DDD,Downstream,5,1,B,2017,4,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,21:25:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,26,B,DS01-1-B,5,012919LCB2G,D05,19.26,30.74,1,020119LCB2H,D05,31.17,18.83,1,N,052819MJA1A,D5,0,0,0,N,052919MJA3A,D5,0,0,0,N,013019LCB1H,D05,45.86,4.14,1,Y,26
309,Ecofish Salmonids,DDD-DSeDNA01-B-2017,DDD-DSeDNA01-B-2017-E05,DDD-DSeDNA01,DDD,Downstream,5,1,B,2017,5,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,21:25:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,26,B,DS01-1-B,5,NA,NA,NA,NA,NA,020119LCB2H,E05,31.25,18.75,1,N,052819MJA1A,E5,0,0,0,N,052919MJA3A,E5,0,0,0,N,013019LCB1H,E05,44.13,5.87,1,Y,26
310,Ecofish Salmonids,DDD-DSeDNA01-B-2017,DDD-DSeDNA01-B-2017-F05,DDD-DSeDNA01,DDD,Downstream,5,1,B,2017,6,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,21:25:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,26,B,DS01-1-B,5,NA,NA,NA,NA,NA,020119LCB2H,F05,30.92,19.08,1,N,052819MJA1A,F5,0,0,0,N,052919MJA3A,F5,0,0,0,N,013019LCB1H,F05,44.71,5.29,1,Y,26
311,Ecofish Salmonids,DDD-DSeDNA01-B-2017,DDD-DSeDNA01-B-2017-G05,DDD-DSeDNA01,DDD,Downstream,5,1,B,2017,7,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,21:25:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,26,B,DS01-1-B,5,NA,NA,NA,NA,NA,020119LCB2H,G05,31.28,18.72,1,N,052819MJA1A,G5,0,0,0,N,052919MJA3A,G5,0,0,0,N,013019LCB1H,G05,44.08,5.92,1,Y,26
312,Ecofish Salmonids,DDD-DSeDNA01-B-2017,DDD-DSeDNA01-B-2017-H05,DDD-DSeDNA01,DDD,Downstream,5,1,B,2017,8,9/21/2017,16:40:00,Overcast,Dry,10,7.3,NA,Flat,37,9.5,9.33,88.6,37,0.19,2.46,1.5,20,stream margin RL,5,0.45,3,lab,0.45,silica desiccant,16:50:00,21:25:00,2,219.1,2.5,20,0.2,87.3,11.0,217.1,2.4,18.0,0.2,92.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,217.1,2.4,18.0,0.2,92.1,12.1,DDD 2017,DDD-DSeDNA01,26,B,DS01-1-B,5,NA,NA,NA,NA,NA,020119LCB2H,H05,31.58,18.42,1,N,052819MJA1A,H5,0,0,0,N,052919MJA3A,H5,0,0,0,N,013019LCB1H,H05,42.93,7.07,1,Y,26
313,Ecofish Salmonids,DDD-DSeDNA01-B-2018,DDD-DSeDNA01-B-2018-A05,DDD-DSeDNA01,DDD,Downstream,5,1,B,2018,1,9/27/2018,8:00:00,Sunny,Dry,9.5,8.15,0.396666667,Riffle,42,9.67,8.13,78.6,43.17,0.29,9.14,1.5,20,stream margin RL,5,0.3,2,streamside,1,silica desiccant,8:00:00,8:10:00,2,270.0,3.4,22,0.3,85.1,12.3,270.0,3.4,22.0,0.3,85.1,12.3,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3.4,22.0,0.3,85.1,12.3,DDD 2018,DDD-DSeDNA01,8,B,DS01-1-B,25,012919LCB2F,A05,22.48,27.52,1,020119LCB2F,A05,35.48,14.52,1,Y,052919MJA1A,A2,0,0,0,N,052919MJA2A,A2,0,0,0,N,020119LCB1F,A05,0,0,0,Y,8
314,Ecofish Salmonids,DDD-DSeDNA01-B-2018,DDD-DSeDNA01-B-2018-B05,DDD-DSeDNA01,DDD,Downstream,5,1,B,2018,2,9/27/2018,8:00:00,Sunny,Dry,9.5,8.15,0.396666667,Riffle,42,9.67,8.13,78.6,43.17,0.29,9.14,1.5,20,stream margin RL,5,0.3,2,streamside,1,silica desiccant,8:00:00,8:10:00,2,270.0,3.4,22,0.3,85.1,12.3,270.0,3.4,22.0,0.3,85.1,12.3,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3.4,22.0,0.3,85.1,12.3,DDD 2018,DDD-DSeDNA01,8,B,DS01-1-B,25,012919LCB2F,B05,22.15,27.85,1,020119LCB2F,B05,34.2,15.8,1,Y,052919MJA1A,B2,0,0,0,N,052919MJA2A,B2,0,0,0,N,020119LCB1F,B05,0,0,0,Y,8
